0	11.70449
0.01	11.1836
0.02	10.62282
0.03	10.03449
0.04	9.43051
0.05	8.82194
0.06	8.21868
0.07	7.62922
0.08	7.06061
0.09	6.51843
0.1	6.00688
0.11	5.5289
0.12	5.08631
0.13	4.67999
0.14	4.31003
0.15	3.9759
0.16	3.67659
0.17	3.41073
0.18	3.17674
0.19	2.97287
0.2	2.7973
0.21	2.64822
0.22	2.52386
0.23	2.42254
0.24	2.34267
0.25	2.28284
0.26	2.24174
0.27	2.21823
0.28	2.21136
0.29	2.22029
0.3	2.24438
0.31	2.28314
0.32	2.33622
0.33	2.40343
0.34	2.48474
0.35	2.58023
0.36	2.69014
0.37	2.81483
0.38	2.95479
0.39	3.11063
0.4	3.28306
0.41	3.47289
0.42	3.68106
0.43	3.90856
0.44	4.15644
0.45	4.42582
0.46	4.71781
0.47	5.03352
0.48	5.374
0.49	5.74015
0.5	6.13271
0.51	6.55213
0.52	6.99846
0.53	7.47126
0.54	7.9694
0.55	8.49096
0.56	9.03298
0.57	9.59134
0.58	10.16052
0.59	10.73351
0.6	11.30166
0.61	11.85472
0.62	12.38089
0.63	12.86712
0.64	13.29955
0.65	13.66408
0.66	13.94716
0.67	14.1367
0.68	14.22292
0.69	14.19919
0.7	14.06268
0.71	13.81468
0.72	13.4606
0.73	13.00963
0.74	12.4741
0.75	11.86861
0.76	11.20907
0.77	10.51174
0.78	9.79241
0.79	9.06571
0.8	8.34461
0.81	7.64014
0.82	6.96129
0.83	6.31502
0.84	5.70639
0.85	5.13873
0.86	4.61392
0.87	4.13261
0.88	3.69443
0.89	3.29824
0.9	2.94234
0.91	2.62458
0.92	2.3426
0.93	2.09382
0.94	1.87568
0.95	1.68559
0.96	1.52107
0.97	1.37972
0.98	1.25934
0.99	1.15785
1	1.07336
1.01	1.00418
1.02	0.94877
1.03	0.90579
1.04	0.87406
1.05	0.85255
1.06	0.84041
1.07	0.83691
1.08	0.84147
1.09	0.85362
1.1	0.87302
1.11	0.89943
1.12	0.93275
1.13	0.97292
1.14	1.02001
1.15	1.0742
1.16	1.13571
1.17	1.20489
1.18	1.28215
1.19	1.36801
1.2	1.46307
1.21	1.56803
1.22	1.68367
1.23	1.81088
1.24	1.95067
1.25	2.10413
1.26	2.27248
1.27	2.45705
1.28	2.6593
1.29	2.8808
1.3	3.12325
1.31	3.38847
1.32	3.67837
1.33	3.99496
1.34	4.3403
1.35	4.71649
1.36	5.12559
1.37	5.56954
1.38	6.05007
1.39	6.56856
1.4	7.12584
1.41	7.72201
1.42	8.35616
1.43	9.02602
1.44	9.72764
1.45	10.45496
1.46	11.19948
1.47	11.94987
1.48	12.69178
1.49	13.40777
1.5	14.07763
1.51	14.67896
1.52	15.18824
1.53	15.58233
1.54	15.84018
1.55	15.94482
1.56	15.88507
1.57	15.65683
1.58	15.26378
1.59	14.71712
1.6	14.0346
1.61	13.23892
1.62	12.35576
1.63	11.41181
1.64	10.43296
1.65	9.44293
1.66	8.4623
1.67	7.50805
1.68	6.59342
1.69	5.7281
1.7	4.91853
1.71	4.16837
1.72	3.479
1.73	2.84996
1.74	2.27939
1.75	1.76438
1.76	1.30135
1.77	0.88623
1.78	0.51474
1.79	0.1825
1.8	-0.11485
1.81	-0.38153
1.82	-0.62157
1.83	-0.8388
1.84	-1.0368
1.85	-1.21891
1.86	-1.38821
1.87	-1.54754
1.88	-1.69955
1.89	-1.84665
1.9	-1.99108
1.91	-2.13492
1.92	-2.2801
1.93	-2.42844
1.94	-2.58164
1.95	-2.74135
1.96	-2.90914
1.97	-3.08651
1.98	-3.27495
1.99	-3.47591
2	-3.69082
2.01	-3.9211
2.02	-4.16811
2.03	-4.43321
2.04	-4.71771
2.05	-5.02284
2.06	-5.34972
2.07	-5.69933
2.08	-6.07245
2.09	-6.46958
2.1	-6.89085
2.11	-7.33592
2.12	-7.80389
2.13	-8.2931
2.14	-8.80103
2.15	-9.32414
2.16	-9.8577
2.17	-10.39569
2.18	-10.9307
2.19	-11.45388
2.2	-11.95509
2.21	-12.42298
2.22	-12.84544
2.23	-13.20996
2.24	-13.50432
2.25	-13.71729
2.26	-13.83935
2.27	-13.86346
2.28	-13.78566
2.29	-13.60543
2.3	-13.32587
2.31	-12.95354
2.32	-12.49801
2.33	-11.97125
2.34	-11.38683
2.35	-10.75915
2.36	-10.10261
2.37	-9.43097
2.38	-8.75686
2.39	-8.09134
2.4	-7.44378
2.41	-6.82176
2.42	-6.23111
2.43	-5.67604
2.44	-5.1593
2.45	-4.68242
2.46	-4.24585
2.47	-3.84921
2.48	-3.49147
2.49	-3.17111
2.5	-2.88625
2.51	-2.63482
2.52	-2.41459
2.53	-2.22332
2.54	-2.0588
2.55	-1.91887
2.56	-1.80151
2.57	-1.70483
2.58	-1.62708
2.59	-1.56671
2.6	-1.52232
2.61	-1.49267
2.62	-1.47672
2.63	-1.47359
2.64	-1.48254
2.65	-1.50301
2.66	-1.53457
2.67	-1.57695
2.68	-1.63
2.69	-1.69371
2.7	-1.76821
2.71	-1.85372
2.72	-1.95062
2.73	-2.05936
2.74	-2.18056
2.75	-2.31492
2.76	-2.46326
2.77	-2.62652
2.78	-2.80574
2.79	-3.00208
2.8	-3.21679
2.81	-3.45125
2.82	-3.70689
2.83	-3.98523
2.84	-4.28785
2.85	-4.61633
2.86	-4.97225
2.87	-5.3571
2.88	-5.77223
2.89	-6.21875
2.9	-6.69741
2.91	-7.20845
2.92	-7.75143
2.93	-8.32501
2.94	-8.92671
2.95	-9.55268
2.96	-10.19738
2.97	-10.85334
2.98	-11.51096
2.99	-12.15841
3	-12.7816
3.01	-13.36448
3.02	-13.88949
3.03	-14.33831
3.04	-14.69292
3.05	-14.93683
3.06	-15.0564
3.07	-15.04209
3.08	-14.88942
3.09	-14.59957
3.1	-14.1794
3.11	-13.64095
3.12	-13.00046
3.13	-12.27709
