#X 	Y 	poch 	SPLINE
7.11	-11.4184	464.271	-11.301
7.12	-11.301	444.957	-11.1392
7.13	-11.1392	416.489	-10.9359
7.14	-10.9359	377.845	-10.695
7.15	-10.695	332.283	-10.4209
7.16	-10.4209	280.342	-10.1189
7.17	-10.1189	225.523	-9.79434
7.18	-9.79434	167.893	-9.45296
7.19	-9.45296	112.354	-9.10036
7.2	-9.10036	56.8787	-8.74197
7.21	-8.74197	6.50224	-8.3829
7.22	-8.3829	-41.0654	-8.02781
7.23	-8.02781	-82.0417	-7.68087
7.24	-7.68087	-118.773	-7.34568
7.25	-7.34568	-148.857	-7.02529
7.26	-7.02529	-173.734	-6.72221
7.27	-6.72221	-193.925	-6.43841
7.28	-6.43841	-208.204	-6.17539
7.29	-6.17539	-219.286	-5.93421
7.3	-5.93421	-225.782	-5.71558
7.31	-5.71558	-229.939	-5.51987
7.32	-5.51987	-230.236	-5.34718
7.33	-5.34718	-229.807	-5.19742
7.34	-5.19742	-226.808	-5.07034
7.35	-5.07034	-223.356	-4.96556
7.36	-4.96556	-218.09	-4.88261
7.37	-4.88261	-213.823	-4.82101
7.38	-4.82101	-207.849	-4.78022
7.39	-4.78022	-203.214	-4.75974
7.4	-4.75974	-197.979	-4.75907
7.41	-4.75907	-193.453	-4.77775
7.42	-4.77775	-189.189	-4.81536
7.43	-4.81536	-185.671	-4.87155
7.44	-4.87155	-182.791	-4.94601
7.45	-4.94601	-179.554	-5.03846
7.46	-5.03846	-178.134	-5.1487
7.47	-5.1487	-175.65	-5.27654
7.48	-5.27654	-174.873	-5.42184
7.49	-5.42184	-172.9	-5.58445
7.5	-5.58445	-171.641	-5.76422
7.51	-5.76422	-170.141	-5.96098
7.52	-5.96098	-167.687	-6.17451
7.53	-6.17451	-164.746	-6.40448
7.54	-6.40448	-160.358	-6.65048
7.55	-6.65048	-154.932	-6.91192
7.56	-6.91192	-147.07	-7.18805
7.57	-7.18805	-137.387	-7.47784
7.58	-7.47784	-123.818	-7.78
7.59	-7.78	-108.701	-8.09292
7.6	-8.09292	-87.8466	-8.4146
7.61	-8.4146	-64.6051	-8.74262
7.62	-8.74262	-35.0634	-9.07411
7.63	-9.07411	-2.36757	-9.40572
7.64	-9.40572	36.3771	-9.73365
7.65	-9.73365	78.5578	-10.0536
7.66	-10.0536	126.717	-10.3609
7.67	-10.3609	176.218	-10.6505
7.68	-10.6505	230.203	-10.917
7.69	-10.917	283.181	-11.1553
7.7	-11.1553	336.721	-11.3599
7.71	-11.3599	386.617	-11.526
7.72	-11.526	431.597	-11.649
7.73	-11.649	469.312	-11.7252
7.74	-11.7252	497.597	-11.7519
7.75	-11.7519	514.715	-11.7273
7.76	-11.7273	519.575	-11.651
7.77	-11.651	511.519	-11.5237
7.78	-11.5237	491.068	-11.3475
7.79	-11.3475	457.482	-11.1257
7.8	-11.1257	415.011	-10.8626
7.81	-10.8626	362.36	-10.5634
7.82	-10.5634	304.378	-10.2338
7.83	-10.2338	241.44	-9.88
7.84	-9.88	178.457	-9.50843
7.85	-9.50843	114.416	-9.12532
7.86	-9.12532	55.1117	-8.73669
7.87	-8.73669	-2.45484	-8.34816
7.88	-8.34816	-52.4668	-7.96482
7.89	-7.96482	-97.9702	-7.59113
7.9	-7.59113	-135.719	-7.23095
7.91	-7.23095	-168.719	-6.88748
7.92	-6.88748	-193.001	-6.56327
7.93	-6.56327	-213.951	-6.26032
7.94	-6.26032	-227.683	-5.98009
7.95	-5.98009	-237.678	-5.72354
7.96	-5.72354	-243.159	-5.49127
7.97	-5.49127	-245.824	-5.28351
7.98	-5.28351	-244.771	-5.10022
7.99	-5.10022	-242.726	-4.94115
8	-4.94115	-238.015	-4.80588
8.01	-4.80588	-233.141	-4.6939
8.02	-4.6939	-226.768	-4.60461
8.03	-4.60461	-220.669	-4.53737
8.04	-4.53737	-214.093	-4.49155
8.05	-4.49155	-208.073	-4.46654
8.06	-4.46654	-202.167	-4.46176
8.07	-4.46176	-197.051	-4.47669
8.08	-4.47669	-192.235	-4.51086
8.09	-4.51086	-188.379	-4.56388
8.1	-4.56388	-185.189	-4.63542
8.11	-4.63542	-182.468	-4.72523
8.12	-4.72523	-180.76	-4.83312
8.13	-4.83312	-179.197	-4.95895
8.14	-4.95895	-178.833	-5.10264
8.15	-5.10264	-177.892	-5.26414
8.16	-5.26414	-177.371	-5.44339
8.17	-5.44339	-177.562	-5.64038
8.18	-5.64038	-176.747	-5.85501
8.19	-5.85501	-175.088	-6.08717
8.2	-6.08717	-173.473	-6.33664
8.21	-6.33664	-169.551	-6.60306
8.22	-6.60306	-165.285	-6.88591
8.23	-6.88591	-156.752	-7.18445
8.24	-7.18445	-147.481	-7.49767
8.25	-7.49767	-134.079	-7.82423
8.26	-7.82423	-116.566	-8.1624
8.27	-8.1624	-96.2256	-8.51003
8.28	-8.51003	-68.0889	-8.86446
8.29	-8.86446	-37.4721	-9.22251
8.3	-9.22251	0.778576	-9.58043
8.31	-9.58043	42.1967	-9.93394
8.32	-9.93394	93.004	-10.2782
8.33	-10.2782	145.191	-10.6078
8.34	-10.6078	203.382	-10.917
8.35	-10.917	262.88	-11.1999
8.36	-11.1999	325.632	-11.4503
8.37	-11.4503	384.452	-11.6623
8.38	-11.6623	441.01	-11.8303
8.39	-11.8303	490.225	-11.9494
8.4	-11.9494	531.399	-12.0156
8.41	-12.0156	560.086	-12.026
8.42	-12.026	575.445	-11.9791
8.43	-11.9791	576.639	-11.8748
8.44	-11.8748	562.014	-11.7145
8.45	-11.7145	532.871	-11.5012
8.46	-11.5012	490.559	-11.2389
8.47	-11.2389	436.963	-10.9332
8.48	-10.9332	373.336	-10.5902
8.49	-10.5902	304.818	-10.2168
8.5	-10.2168	233.043	-9.82011
8.51	-9.82011	160.327	-9.4073
8.52	-9.4073	91.657	-8.98535
8.53	-8.98535	23.8548	-8.56082
8.54	-8.56082	-34.7031	-8.13968
8.55	-8.13968	-88.4518	-7.72723
8.56	-7.72723	-132.858	-7.32803
8.57	-7.32803	-172.828	-6.94589
8.58	-6.94589	-201.702	-6.58385
8.59	-6.58385	-226.317	-6.2443
8.6	-6.2443	-242.371	-5.92896
8.61	-5.92896	-254.999	-5.63898
8.62	-5.63898	-261.046	-5.37505
8.63	-5.37505	-263.75	-5.13743
8.64	-5.13743	-262.478	-4.92606
8.65	-4.92606	-260.124	-4.74062
8.66	-4.74062	-254.033	-4.58058
8.67	-4.58058	-247.683	-4.44529
8.68	-4.44529	-240.154	-4.33402
8.69	-4.33402	-232.279	-4.24597
8.7	-4.24597	-224.545	-4.18037
8.71	-4.18037	-216.508	-4.13644
8.72	-4.13644	-209.558	-4.11347
8.73	-4.11347	-202.752	-4.11079
8.74	-4.11079	-196.932	-4.12782
8.75	-4.12782	-192.096	-4.16407
8.76	-4.16407	-187.821	-4.21913
8.77	-4.21913	-185.154	-4.29269
8.78	-4.29269	-181.977	-4.3845
8.79	-4.3845	-181.548	-4.49445
8.8	-4.49445	-180.171	-4.62245
8.81	-4.62245	-180.703	-4.7685
8.82	-4.7685	-180.867	-4.93267
8.83	-4.93267	-182.214	-5.11505
8.84	-5.11505	-182.795	-5.31573
8.85	-5.31573	-184.588	-5.53482
8.86	-5.53482	-184.692	-5.7724
8.87	-5.7724	-184.784	-6.02844
8.88	-6.02844	-183.738	-6.30284
8.89	-6.30284	-181.822	-6.59533
8.9	-6.59533	-176.036	-6.90544
8.91	-6.90544	-169.538	-7.23243
8.92	-7.23243	-158.597	-7.57524
8.93	-7.57524	-145.231	-7.93242
8.94	-7.93242	-124.69	-8.30206
8.95	-8.30206	-101.61	-8.68173
8.96	-8.68173	-70.6291	-9.06839
8.97	-9.06839	-35.2231	-9.45837
8.98	-9.45837	10.0515	-9.84732
8.99	-9.84732	59.0996	-10.2302
9	-10.2302	116.483	-10.6014
9.01	-10.6014	179.32	-10.9545
9.02	-10.9545	245.651	-11.283
9.03	-11.283	317.584	-11.5798
9.04	-11.5798	387.267	-11.8379
9.05	-11.8379	455.821	-12.0505
9.06	-12.0505	518.169	-12.2114
9.07	-12.2114	572.572	-12.3153
9.08	-12.3153	613.675	-12.358
9.09	-12.358	640.962	-12.337
9.1	-12.337	650.865	-12.2511
9.11	-12.2511	642.317	-12.1013
9.12	-12.1013	616.99	-11.8901
9.13	-11.8901	573.523	-11.6218
9.14	-11.6218	517.182	-11.302
9.15	-11.302	446.564	-10.9376
9.16	-10.9376	369.571	-10.5364
9.17	-10.5364	287.192	-10.1064
9.18	-10.1064	204.833	-9.65603
9.19	-9.65603	121.253	-9.19334
9.2	-9.19334	46.1322	-8.72597
9.21	-8.72597	-24.9563	-8.26092
9.22	-8.26092	-85.4608	-7.80437
9.23	-7.80437	-140.658	-7.36164
9.24	-7.36164	-183.699	-6.93715
9.25	-6.93715	-218.893	-6.53442
9.26	-6.53442	-246.268	-6.15616
9.27	-6.15616	-264.158	-5.80429
9.28	-5.80429	-278.496	-5.48009
9.29	-5.48009	-284.096	-5.18425
9.3	-5.18425	-286.607	-4.91698
9.31	-4.91698	-283.609	-4.67809
9.32	-4.67809	-280.415	-4.46713
9.33	-4.46713	-271.889	-4.28337
9.34	-4.28337	-263.94	-4.12597
9.35	-4.12597	-253.881	-3.99398
9.36	-3.99398	-244.395	-3.8864
9.37	-3.8864	-233.9	-3.80223
9.38	-3.80223	-224.53	-3.74051
9.39	-3.74051	-214.929	-3.70032
9.4	-3.70032	-207.319	-3.68085
9.41	-3.68085	-199.229	-3.68134
9.42	-3.68134	-193.305	-3.70117
9.43	-3.70117	-187.901	-3.73981
9.44	-3.73981	-183.915	-3.79686
9.45	-3.79686	-180.818	-3.87201
9.46	-3.87201	-178.766	-3.96507
9.47	-3.96507	-178.671	-4.07598
9.48	-4.07598	-178.199	-4.20475
9.49	-4.20475	-179.485	-4.35148
9.5	-4.35148	-181.418	-4.51636
9.51	-4.51636	-183.786	-4.69964
9.52	-4.69964	-187.401	-4.90161
9.53	-4.90161	-189.176	-5.12256
9.54	-5.12256	-193.543	-5.36282
9.55	-5.36282	-195.199	-5.62263
9.56	-5.62263	-198.599	-5.9022
9.57	-5.9022	-197.616	-6.20158
9.58	-6.20158	-197.924	-6.52068
9.59	-6.52068	-193.839	-6.85915
9.6	-6.85915	-188.873	-7.21636
9.61	-7.21636	-177.127	-7.59129
9.62	-7.59129	-163.765	-7.98247
9.63	-7.98247	-142.778	-8.38786
9.64	-8.38786	-117.699	-8.80481
9.65	-8.80481	-82.3504	-9.22995
9.66	-9.22995	-41.9842	-9.65912
9.67	-9.65912	8.54182	-10.0873
9.68	-10.0873	65.3781	-10.5088
9.69	-10.5088	134.321	-10.9167
9.7	-10.9167	206.781	-11.3039
9.71	-11.3039	287.107	-11.6623
9.72	-11.6623	369.108	-11.9838
9.73	-11.9838	454.615	-12.2599
9.74	-12.2599	533.5	-12.4827
9.75	-12.4827	606.831	-12.6451
9.76	-12.6451	667.818	-12.7409
9.77	-12.7409	713.473	-12.7657
9.78	-12.7657	739.998	-12.7169
9.79	-12.7169	745.078	-12.594
9.8	-12.594	727.863	-12.3985
9.81	-12.3985	689.737	-12.1345
9.82	-12.1345	630.627	-11.8077
9.83	-11.8077	556.115	-11.4255
9.84	-11.4255	468.698	-10.9965
9.85	-10.9965	374.597	-10.5301
9.86	-10.5301	274.784	-10.0362
9.87	-10.0362	178.426	-9.52443
9.88	-9.52443	85.4345	-9.00393
9.89	-9.00393	1.83454	-8.4832
9.9	-8.4832	-76.0103	-7.96978
9.91	-7.96978	-139.362	-7.47015
9.92	-7.47015	-193.912	-6.98969
9.93	-6.98969	-235.127	-6.53268
9.94	-6.53268	-269.995	-6.1024
9.95	-6.1024	-291.285	-5.70115
9.96	-5.70115	-306.606	-5.33042
9.97	-5.33042	-313.407	-4.991
9.98	-4.991	-316.434	-4.68307
9.99	-4.68307	-312.193	-4.40633
10	-4.40633	-306.102	-4.16014
10.01	-4.16014	-296.314	-3.94355
10.02	-3.94355	-284.57	-3.75544
10.03	-3.75544	-273.121	-3.59459
10.04	-3.59459	-259.631	-3.45971
10.05	-3.45971	-246.483	-3.34949
10.06	-3.34949	-233.975	-3.26269
10.07	-3.26269	-222.328	-3.19812
10.08	-3.19812	-211.01	-3.15468
10.09	-3.15468	-201.366	-3.13139
10.1	-3.13139	-192.484	-3.12738
10.11	-3.12738	-185.462	-3.14193
10.12	-3.14193	-179.319	-3.17444
10.13	-3.17444	-174.789	-3.22445
10.14	-3.22445	-171.5	-3.29163
10.15	-3.29163	-169.778	-3.37581
10.16	-3.37581	-169.002	-3.47692
10.17	-3.47692	-169.973	-3.59504
10.18	-3.59504	-171.673	-3.73033
10.19	-3.73033	-174.295	-3.88309
10.2	-3.88309	-178.583	-4.05371
10.21	-4.05371	-182.921	-4.24265
10.22	-4.24265	-188.887	-4.45044
10.23	-4.45044	-193.713	-4.67765
10.24	-4.67765	-200.281	-4.92488
10.25	-4.92488	-206.308	-5.19273
10.26	-5.19273	-211.623	-5.48174
10.27	-5.48174	-216.749	-5.79235
10.28	-5.79235	-219.148	-6.12489
10.29	-6.12489	-220.698	-6.47945
10.3	-6.47945	-219.221	-6.85588
10.31	-6.85588	-214.508	-7.25362
10.32	-7.25362	-203.674	-7.6717
10.33	-7.6717	-188.895	-8.10854
10.34	-8.10854	-166.279	-8.5619
10.35	-8.5619	-137.203	-9.02873
10.36	-9.02873	-95.7622	-9.50507
10.37	-9.50507	-47.6279	-9.98596
10.38	-9.98596	13.2301	-10.4654
10.39	-10.4654	83.5096	-10.9362
10.4	-10.9362	167.262	-11.3902
10.41	-11.3902	257.555	-11.8183
10.42	-11.8183	356.382	-12.2107
10.43	-12.2107	458.238	-12.5572
10.44	-12.5572	561.516	-12.8477
10.45	-12.8477	657.091	-13.0727
10.46	-13.0727	742.929	-13.2237
10.47	-13.2237	811.011	-13.294
10.48	-13.294	857.611	-13.2789
10.49	-13.2789	878.125	-13.1765
10.5	-13.1765	870.072	-12.9875
10.51	-12.9875	834.394	-12.7155
10.52	-12.7155	772.078	-12.3668
10.53	-12.3668	686.11	-11.9496
10.54	-11.9496	583.694	-11.4744
10.55	-11.4744	469.115	-10.9522
10.56	-10.9522	351.359	-10.3951
10.57	-10.3951	229.251	-9.81473
10.58	-9.81473	118.062	-9.22251
10.59	-9.22251	12.4088	-8.62879
10.6	-8.62879	-77.6363	-8.04274
10.61	-8.04274	-158.743	-7.4722
10.62	-7.4722	-221.344	-6.9236
10.63	-6.9236	-272.235	-6.40198
10.64	-6.40198	-308.409	-5.9111
10.65	-5.9111	-335.742	-5.45352
10.66	-5.45352	-349.431	-5.03078
10.67	-5.03078	-356.845	-4.64357
10.68	-4.64357	-354.898	-4.29184
10.69	-4.29184	-350.355	-3.97499
10.7	-3.97499	-338.481	-3.69197
10.71	-3.69197	-325.454	-3.44144
10.72	-3.44144	-309.002	-3.22184
10.73	-3.22184	-293.072	-3.03149
10.74	-3.03149	-274.994	-2.86866
10.75	-2.86866	-258.058	-2.73164
10.76	-2.73164	-241.316	-2.61876
10.77	-2.61876	-225.004	-2.52843
10.78	-2.52843	-211.143	-2.45921
10.79	-2.45921	-197.548	-2.40977
10.8	-2.40977	-185.419	-2.37891
10.81	-2.37891	-175.521	-2.36562
10.82	-2.36562	-166.61	-2.36902
10.83	-2.36902	-159.534	-2.3884
10.84	-2.3884	-154.01	-2.42321
10.85	-2.42321	-150.169	-2.47305
10.86	-2.47305	-147.425	-2.53767
10.87	-2.53767	-146.621	-2.61697
10.88	-2.61697	-146.875	-2.71099
10.89	-2.71099	-149.021	-2.81991
10.9	-2.81991	-151.677	-2.94404
10.91	-2.94404	-156.243	-3.08381
10.92	-3.08381	-161.708	-3.23978
10.93	-3.23978	-168.868	-3.41261
10.94	-3.41261	-175.425	-3.60305
10.95	-3.60305	-185.034	-3.81198
10.96	-3.81198	-193.791	-4.04032
10.97	-4.04032	-204.341	-4.28905
10.98	-4.28905	-213.686	-4.5592
10.99	-4.5592	-224.664	-4.8518
11	-4.8518	-234.622	-5.16785
11.01	-5.16785	-243.777	-5.50827
11.02	-5.50827	-252.386	-5.87383
11.03	-5.87383	-257.19	-6.26512
11.04	-6.26512	-260.572	-6.68239
11.05	-6.68239	-259.251	-7.12552
11.06	-7.12552	-253.942	-7.59384
11.07	-7.59384	-239.055	-8.08602
11.08	-8.08602	-218.789	-8.59988
11.09	-8.59988	-186.493	-9.13224
11.1	-9.13224	-145.208	-9.67877
11.11	-9.67877	-85.9809	-10.2338
11.12	-10.2338	-16.5522	-10.7901
11.13	-10.7901	71.1692	-11.3392
11.14	-11.3392	171.079	-11.8708
11.15	-11.8708	289.648	-12.3733
11.16	-12.3733	414.638	-12.8342
11.17	-12.8342	549.417	-13.2402
11.18	-13.2402	682.182	-13.578
11.19	-13.578	811.318	-13.8351
11.2	-13.8351	922.481	-14.0002
11.21	-14.0002	1010.67	-14.0648
11.22	-14.0648	1068.24	-14.0232
11.23	-14.0232	1088.59	-13.8734
11.24	-13.8734	1069.17	-13.6173
11.25	-13.6173	1011.87	-13.2606
11.26	-13.2606	917.815	-12.8126
11.27	-12.8126	798.221	-12.2852
11.28	-12.2852	653.286	-11.6925
11.29	-11.6925	501.863	-11.0498
11.3	-11.0498	345.145	-10.3723
11.31	-10.3723	197.025	-9.67518
11.32	-9.67518	55.1378	-8.97208
11.33	-8.97208	-65.1265	-8.27524
11.34	-8.27524	-170.209	-7.59505
11.35	-7.59505	-253.002	-6.93998
11.36	-6.93998	-321.261	-6.31659
11.37	-6.31659	-366.48	-5.72964
11.38	-5.72964	-399.14	-5.18232
11.39	-5.18232	-414.649	-4.6764
11.4	-4.6764	-423.374	-4.21253
11.41	-4.21253	-417.748	-3.79037
11.42	-3.79037	-408.113	-3.40889
11.43	-3.40889	-390.497	-3.06648
11.44	-3.06648	-372.134	-2.76116
11.45	-2.76116	-348.335	-2.49068
11.46	-2.49068	-324.835	-2.25266
11.47	-2.25266	-299.833	-2.04467
11.48	-2.04467	-276.446	-1.86429
11.49	-1.86429	-252.169	-1.70917
11.5	-1.70917	-230.414	-1.5771
11.51	-1.5771	-209.115	-1.46598
11.52	-1.46598	-190.066	-1.3739
11.53	-1.3739	-172.492	-1.29909
11.54	-1.29909	-156.694	-1.23998
11.55	-1.23998	-142.688	-1.19517
11.56	-1.19517	-130.52	-1.16344
11.57	-1.16344	-119.845	-1.14372
11.58	-1.14372	-110.892	-1.13512
11.59	-1.13512	-103.755	-1.13691
11.6	-1.13691	-97.4549	-1.14848
11.61	-1.14848	-93.3023	-1.16939
11.62	-1.16939	-89.6596	-1.1993
11.63	-1.1993	-88.0456	-1.23803
11.64	-1.23803	-87.3228	-1.2855
11.65	-1.2855	-87.3471	-1.34174
11.66	-1.34174	-89.2102	-1.40691
11.67	-1.40691	-91.5858	-1.48126
11.68	-1.48126	-95.2257	-1.56514
11.69	-1.56514	-99.7971	-1.65903
11.7	-1.65903	-105.7	-1.7635
11.71	-1.7635	-112.178	-1.87922
11.72	-1.87922	-120.557	-2.00698
11.73	-2.00698	-128.72	-2.14766
11.74	-2.14766	-139.04	-2.30226
11.75	-2.30226	-150.272	-2.4719
11.76	-2.4719	-162.242	-2.6578
11.77	-2.6578	-176.312	-2.8613
11.78	-2.8613	-189.681	-3.08384
11.79	-3.08384	-206.19	-3.32699
11.8	-3.32699	-222.106	-3.59239
11.81	-3.59239	-240.336	-3.88178
11.82	-3.88178	-257.59	-4.19698
11.83	-4.19698	-276.263	-4.5398
11.84	-4.5398	-294.487	-4.91208
11.85	-4.91208	-313.278	-5.31558
11.86	-5.31558	-327.94	-5.75191
11.87	-5.75191	-342.469	-6.22241
11.88	-6.22241	-352.272	-6.72807
11.89	-6.72807	-357.921	-7.26929
11.9	-7.26929	-352.782	-7.84573
11.91	-7.84573	-341.039	-8.45603
11.92	-8.45603	-314.583	-9.09756
11.93	-9.09756	-274.341	-9.76606
11.94	-9.76606	-210.07	-10.4553
11.95	-10.4553	-128.395	-11.157
11.96	-11.157	-18.4645	-11.8601
11.97	-11.8601	115.854	-12.551
11.98	-12.551	280.098	-13.2137
11.99	-13.2137	464.451	-13.8296
12	-13.8296	667.602	-14.3786
12.01	-14.3786	878.398	-14.8399
12.02	-14.8399	1082.9	-15.1931
12.03	-15.1931	1268.62	-15.4202
12.04	-15.4202	1415.42	-15.5066
12.05	-15.5066	1510.13	-15.443
12.06	-15.443	1543.67	-15.2262
12.07	-15.2262	1507.2	-14.8598
12.08	-14.8598	1405.92	-14.3537
12.09	-14.3537	1246.55	-13.7237
12.1	-13.7237	1045.73	-12.9897
12.11	-12.9897	812.908	-12.1744
12.12	-12.1744	575.316	-11.3015
12.13	-11.3015	340.413	-10.3942
12.14	-10.3942	126.993	-9.47401
12.15	-9.47401	-66.1988	-8.55969
12.16	-8.55969	-221.414	-7.66704
12.17	-7.66704	-348.249	-6.80861
12.18	-6.80861	-438.738	-5.99376
12.19	-5.99376	-506.954	-5.22899
12.2	-5.22899	-542.901	-4.51823
12.21	-4.51823	-561.89	-3.86331
12.22	-3.86331	-559.801	-3.26429
12.23	-3.26429	-549.476	-2.71991
12.24	-2.71991	-524.12	-2.22787
12.25	-2.22787	-494.318	-1.78517
12.26	-1.78517	-458.865	-1.38831
12.27	-1.38831	-420.496	-1.03354
12.28	-1.03354	-382.527	-0.71695
12.29	-0.71695	-342.231	-0.43463
12.3	-0.43463	-304.656	-0.18277
12.31	-0.18277	-266.659	0.04233
12.32	0.04233	-233.018	0.24415
12.33	0.24415	-199.362	0.42598
12.34	0.42598	-168.878	0.59089
12.35	0.59089	-140.28	0.74171
12.36	0.74171	-114.535	0.88107
12.37	0.88107	-90.048	1.01138
12.38	1.01138	-68.2527	1.13485
12.39	1.13485	-47.3148	1.25353
12.4	1.25353	-29.2119	1.3693
12.41	1.3693	-11.12	1.48392
12.42	1.48392	4.6943	1.59901
12.43	1.59901	20.544	1.71611
12.44	1.71611	34.4005	1.83667
12.45	1.83667	48.7857	1.96209
12.46	1.96209	62.0389	2.09372
12.47	2.09372	75.64	2.23289
12.48	2.23289	88.5989	2.38093
12.49	2.38093	101.375	2.53913
12.5	2.53913	115.471	2.70885
12.51	2.70885	127.904	2.89141
12.52	2.89141	143.293	3.08823
12.53	3.08823	155.629	3.30069
12.54	3.30069	171.479	3.53027
12.55	3.53027	185.613	3.77844
12.56	3.77844	201.401	4.0467
12.57	4.0467	215.729	4.33658
12.58	4.33658	231.337	4.64957
12.59	4.64957	245.484	4.98712
12.6	4.98712	260.259	5.35059
12.61	5.35059	270.759	5.74118
12.62	5.74118	281.807	6.15987
12.63	6.15987	287.966	6.60731
12.64	6.60731	291.217	7.08368
12.65	7.08368	285.736	7.58859
12.66	7.58859	275.496	8.12086
12.67	8.12086	253.804	8.67836
12.68	8.67836	223.016	9.2578
12.69	9.2578	173.86	9.85448
12.7	9.85448	112.61	10.4621
12.71	10.4621	31.4747	11.0726
12.72	11.0726	-66.8551	11.6759
12.73	11.6759	-187.306	12.2604
12.74	12.2604	-322.503	12.8123
12.75	12.8123	-472.607	13.3168
12.76	13.3168	-632.11	13.7582
12.77	13.7582	-790.208	14.1205
12.78	14.1205	-942.632	14.389
12.79	14.389	-1071.71	14.5509
12.8	14.5509	-1172.16	14.5962
12.81	14.5962	-1232.4	14.519
12.82	14.519	-1245.67	14.3181
12.83	14.3181	-1210.6	13.9968
12.84	13.9968	-1127.88	13.5635
12.85	13.5635	-1006.46	13.0301
12.86	13.0301	-849.398	12.4121
12.87	12.4121	-675.468	11.7266
12.88	11.7266	-491.399	10.9919
12.89	10.9919	-311.377	10.2261
12.9	10.2261	-137.598	9.44606
12.91	9.44606	12.8641	8.667
12.92	8.667	145.534	7.90203
12.93	7.90203	250.394	7.16188
12.94	7.16188	337.859	6.45497
12.95	6.45497	396.794	5.78746
12.96	5.78746	438.863	5.1635
12.97	5.1635	460.636	4.58549
12.98	4.58549	472.316	4.05438
12.99	4.05438	467.372	3.5699
13	3.5699	455.889	3.13088
13.01	3.13088	436.545	2.73543
13.02	2.73543	412.001	2.38119
13.03	2.38119	386.037	2.06545
13.04	2.06545	355.874	1.78532
13.05	1.78532	326.982	1.53786
13.06	1.53786	296.304	1.3201
13.07	1.3201	268.553	1.12917
13.08	1.12917	240.541	0.96233
13.09	0.96233	214.62	0.81698
13.1	0.81698	190.319	0.69071
13.11	0.69071	168.181	0.58127
13.12	0.58127	147.482	0.48662
13.13	0.48662	129.255	0.40492
13.14	0.40492	112.462	0.3345
13.15	0.3345	97.2957	0.27384
13.16	0.27384	84.3605	0.22163
13.17	0.22163	72.2391	0.17667
13.18	0.17667	61.6631	0.13791
13.19	0.13791	52.8864	0.10444
13.2	0.10444	44.4153	0.07544
13.21	0.07544	37.639	0.05021
13.22	0.05021	31.2189	0.02812
13.23	0.02812	25.7588	0.00862
13.24	0.00862	21.2732	-0.00875
13.25	-0.00875	16.9424	-0.02441
13.26	-0.02441	13.5526	-0.03872
13.27	-0.03872	9.84338	-0.05202
13.28	-0.05202	7.59773	-0.06457
13.29	-0.06457	4.84179	-0.07663
13.3	-0.07663	2.43437	-0.08844
13.31	-0.08844	0.41941	-0.1002
13.32	-0.1002	-1.17897	-0.11209
13.33	-0.11209	-3.43636	-0.12431
13.34	-0.12431	-4.87475	-0.13702
13.35	-0.13702	-6.46343	-0.15038
13.36	-0.15038	-8.34755	-0.16457
13.37	-0.16457	-9.87041	-0.17975
13.38	-0.17975	-11.5674	-0.19609
13.39	-0.19609	-13.4575	-0.21377
13.4	-0.21377	-15.1042	-0.23297
13.41	-0.23297	-17.2239	-0.25389
13.42	-0.25389	-19.1959	-0.27674
13.43	-0.27674	-21.787	-0.30176
13.44	-0.30176	-23.9978	-0.32919
13.45	-0.32919	-26.6801	-0.3593
13.46	-0.3593	-30.0745	-0.39241
13.47	-0.39241	-33.0149	-0.42883
13.48	-0.42883	-36.6727	-0.46893
13.49	-0.46893	-40.887	-0.51312
13.5	-0.51312	-45.1669	-0.56184
13.51	-0.56184	-50.2337	-0.61559
13.52	-0.61559	-55.6829	-0.67491
13.53	-0.67491	-61.5785	-0.74041
13.54	-0.74041	-68.4594	-0.81276
13.55	-0.81276	-75.5689	-0.8927
13.56	-0.8927	-84.6439	-0.98108
13.57	-0.98108	-92.7607	-1.07879
13.58	-1.07879	-103.606	-1.18686
13.59	-1.18686	-114.389	-1.30641
13.6	-1.30641	-127.604	-1.4387
13.61	-1.4387	-140.356	-1.58509
13.62	-1.58509	-156.219	-1.74711
13.63	-1.74711	-172.517	-1.92643
13.64	-1.92643	-191.664	-2.1249
13.65	-2.1249	-210.973	-2.34454
13.66	-2.34454	-233.501	-2.58755
13.67	-2.58755	-257.145	-2.85633
13.68	-2.85633	-284.06	-3.15348
13.69	-3.15348	-310.532	-3.48178
13.7	-3.48178	-341.106	-3.84419
13.71	-3.84419	-371.54	-4.2438
13.72	-4.2438	-404.659	-4.68379
13.73	-4.68379	-435.137	-5.16737
13.74	-5.16737	-467.653	-5.69765
13.75	-5.69765	-496.152	-6.27746
13.76	-6.27746	-519.405	-6.90914
13.77	-6.90914	-538.277	-7.59429
13.78	-7.59429	-539.595	-8.33329
13.79	-8.33329	-530.468	-9.12491
13.8	-9.12491	-495.584	-9.96567
13.81	-9.96567	-435.404	-10.8492
13.82	-10.8492	-332.302	-11.7654
13.83	-11.7654	-192.379	-12.6999
13.84	-12.6999	2.15032	-13.6334
13.85	-13.6334	244.887	-14.5414
13.86	-14.5414	546.186	-15.3942
13.87	-15.3942	882.769	-16.1583
13.88	-16.1583	1248	-16.7976
13.89	-16.7976	1608.81	-17.2766
13.9	-17.2766	1937.42	-17.5631
13.91	-17.5631	2190.06	-17.6324
13.92	-17.6324	2339.07	-17.4698
